order,min_drone_dist,max_drone_dist,min_dist_to_obstacles
0.9805417751276695,0.33316060144274445,1.1967355758081655,0.23726994150280034
0.9842769484373651,0.31904664630157986,1.1951617810889454,0.3029383430877104
0.9871404024739173,0.31457991032798127,1.190338261806172,0.3794378322105393
0.988969492848347,0.31554265806152754,1.1434234426254657,0.3978250134276017
0.989479817784285,0.32218140667138534,1.0594748855291838,0.43287638766756553
0.9884909249004413,0.3343144874080439,0.9766304296801693,0.48214294567369864
0.986016370970112,0.3433188639385584,0.895558306612611,0.5427456774759165
0.9822925164459356,0.3428006122804402,0.817043144723557,0.6118045192353846
0.9777725801927529,0.3378596648430201,0.7820065107692995,0.6867334360032448
0.9727079154475948,0.33419365078150454,0.7623267388086553,0.7653541776756431
0.9667237122949269,0.3317527444841068,0.7424617965084827,0.8459515845303528
